rank_by_rho,symbol,ensembl_gene_id,spearman_rho,p_value_unadjusted,fdr_BH_key_feature_space,status
84,Tspan13,ENSMUSG00000020577,0.95,0.0000876252396508624,0.00654191495381655,Significant positive
84,Unc13d,ENSMUSG00000057948,0.95,0.0000876252396508624,0.00654191495381655,Significant positive
84,Zim1,ENSMUSG00000002266,0.95,0.0000876252396508624,0.00654191495381655,Significant positive
95,Gm17455,ENSMUSG00000090439,0.949288905069135,0.0000920002280999569,0.00654191495381655,Significant positive
96,ENSMUSG00000116760,ENSMUSG00000116760,0.945614971893967,0.000117091459441091,0.00779568916634463,Significant positive
96,Myh4,ENSMUSG00000057003,0.945614971893967,0.000117091459441091,0.00779568916634463,Significant positive
98,Entpd3,ENSMUSG00000041608,0.93724669780641,0.000191631342265743,0.0110776776995236,Significant positive
99,1700025L06Rik,ENSMUSG00000109962,0.933333333333333,0.000235899812159415,0.0110776776995236,Significant positive
99,4632404M16Rik,ENSMUSG00000106296,0.933333333333333,0.000235899812159415,0.0110776776995236,Significant positive
99,8430408G22Rik,ENSMUSG00000048489,0.933333333333333,0.000235899812159415,0.0110776776995236,Significant positive
99,Actn3,ENSMUSG00000006457,0.933333333333333,0.000235899812159415,0.0110776776995236,Significant positive
99,Adgrd1,ENSMUSG00000044017,0.933333333333333,0.000235899812159415,0.0110776776995236,Significant positive
99,Airn,ENSMUSG00000078247,0.933333333333333,0.000235899812159415,0.0110776776995236,Significant positive
99,Arpp21,ENSMUSG00000032503,0.933333333333333,0.000235899812159415,0.0110776776995236,Significant positive
99,Atp1a2,ENSMUSG00000007097,0.933333333333333,0.000235899812159415,0.0110776776995236,Significant positive
99,B3galt5,ENSMUSG00000074892,0.933333333333333,0.000235899812159415,0.0110776776995236,Significant positive
99,Cacna1s,ENSMUSG00000026407,0.933333333333333,0.000235899812159415,0.0110776776995236,Significant positive
99,Cacnb1,ENSMUSG00000020882,0.933333333333333,0.000235899812159415,0.0110776776995236,Significant positive
99,Casq2,ENSMUSG00000027861,0.933333333333333,0.000235899812159415,0.0110776776995236,Significant positive
99,Casz1,ENSMUSG00000028977,0.933333333333333,0.000235899812159415,0.0110776776995236,Significant positive
99,Colec10,ENSMUSG00000038591,0.933333333333333,0.000235899812159415,0.0110776776995236,Significant positive
99,Cp,ENSMUSG00000003617,0.933333333333333,0.000235899812159415,0.0110776776995236,Significant positive
99,Dcn,ENSMUSG00000019929,0.933333333333333,0.000235899812159415,0.0110776776995236,Significant positive
99,F2,ENSMUSG00000027249,0.933333333333333,0.000235899812159415,0.0110776776995236,Significant positive
99,Fam167a,ENSMUSG00000035095,0.933333333333333,0.000235899812159415,0.0110776776995236,Significant positive
99,Gm14221,ENSMUSG00000078956,0.933333333333333,0.000235899812159415,0.0110776776995236,Significant positive
99,Gm29460,ENSMUSG00000099686,0.933333333333333,0.000235899812159415,0.0110776776995236,Significant positive
99,Gm30551,ENSMUSG00000114206,0.933333333333333,0.000235899812159415,0.0110776776995236,Significant positive
99,Gm37565,ENSMUSG00000104045,0.933333333333333,0.000235899812159415,0.0110776776995236,Significant positive
99,Gm38403,ENSMUSG00000112854,0.933333333333333,0.000235899812159415,0.0110776776995236,Significant positive
99,Hspb7,ENSMUSG00000006221,0.933333333333333,0.000235899812159415,0.0110776776995236,Significant positive
99,Inpp4b,ENSMUSG00000037940,0.933333333333333,0.000235899812159415,0.0110776776995236,Significant positive
99,Irgm2,ENSMUSG00000069874,0.933333333333333,0.000235899812159415,0.0110776776995236,Significant positive
99,Klhl31,ENSMUSG00000044938,0.933333333333333,0.000235899812159415,0.0110776776995236,Significant positive
99,Klhl40,ENSMUSG00000074001,0.933333333333333,0.000235899812159415,0.0110776776995236,Significant positive
99,Lmod2,ENSMUSG00000029683,0.933333333333333,0.000235899812159415,0.0110776776995236,Significant positive
99,Myl6b,ENSMUSG00000039824,0.933333333333333,0.000235899812159415,0.0110776776995236,Significant positive
99,Mylf-ps,ENSMUSG00000113178,0.933333333333333,0.000235899812159415,0.0110776776995236,Significant positive
99,Myoz2,ENSMUSG00000028116,0.933333333333333,0.000235899812159415,0.0110776776995236,Significant positive
99,Rab40b,ENSMUSG00000025170,0.933333333333333,0.000235899812159415,0.0110776776995236,Significant positive
99,Ryr1,ENSMUSG00000030592,0.933333333333333,0.000235899812159415,0.0110776776995236,Significant positive
99,Scml4,ENSMUSG00000044770,0.933333333333333,0.000235899812159415,0.0110776776995236,Significant positive
99,Smyd1,ENSMUSG00000055027,0.933333333333333,0.000235899812159415,0.0110776776995236,Significant positive
99,Synpo2l,ENSMUSG00000039376,0.933333333333333,0.000235899812159415,0.0110776776995236,Significant positive
99,Tas1r1,ENSMUSG00000028950,0.933333333333333,0.000235899812159415,0.0110776776995236,Significant positive
99,Tcp11x2,ENSMUSG00000058252,0.933333333333333,0.000235899812159415,0.0110776776995236,Significant positive
99,Tnni1,ENSMUSG00000026418,0.933333333333333,0.000235899812159415,0.0110776776995236,Significant positive
99,Tnnt1,ENSMUSG00000064179,0.933333333333333,0.000235899812159415,0.0110776776995236,Significant positive
99,Trim54,ENSMUSG00000062077,0.933333333333333,0.000235899812159415,0.0110776776995236,Significant positive
99,Trim72,ENSMUSG00000042828,0.933333333333333,0.000235899812159415,0.0110776776995236,Significant positive
99,Tspan32,ENSMUSG00000000244,0.933333333333333,0.000235899812159415,0.0110776776995236,Significant positive
99,Ttn,ENSMUSG00000051747,0.933333333333333,0.000235899812159415,0.0110776776995236,Significant positive
99,Vmn1r42,ENSMUSG00000068232,0.933333333333333,0.000235899812159415,0.0110776776995236,Significant positive
145,Alpk3,ENSMUSG00000038763,0.916666666666667,0.000506619066305208,0.0163383285538257,Significant positive
145,Ankrd2,ENSMUSG00000025172,0.916666666666667,0.000506619066305208,0.0163383285538257,Significant positive
145,Camk2a,ENSMUSG00000024617,0.916666666666667,0.000506619066305208,0.0163383285538257,Significant positive
145,Ccdc162,ENSMUSG00000075225,0.916666666666667,0.000506619066305208,0.0163383285538257,Significant positive
145,Chrnd,ENSMUSG00000026251,0.916666666666667,0.000506619066305208,0.0163383285538257,Significant positive
145,Coq8a,ENSMUSG00000026489,0.916666666666667,0.000506619066305208,0.0163383285538257,Significant positive
145,Esrrg,ENSMUSG00000026610,0.916666666666667,0.000506619066305208,0.0163383285538257,Significant positive
145,Fam189a1,ENSMUSG00000030518,0.916666666666667,0.000506619066305208,0.0163383285538257,Significant positive
145,Gm44645,ENSMUSG00000108601,0.916666666666667,0.000506619066305208,0.0163383285538257,Significant positive
145,H19,ENSMUSG00000000031,0.916666666666667,0.000506619066305208,0.0163383285538257,Significant positive
145,Igfbp5,ENSMUSG00000026185,0.916666666666667,0.000506619066305208,0.0163383285538257,Significant positive
145,Kcnb1,ENSMUSG00000050556,0.916666666666667,0.000506619066305208,0.0163383285538257,Significant positive
145,Kcnq4,ENSMUSG00000028631,0.916666666666667,0.000506619066305208,0.0163383285538257,Significant positive
145,Lvrn,ENSMUSG00000024481,0.916666666666667,0.000506619066305208,0.0163383285538257,Significant positive
145,Mapt,ENSMUSG00000018411,0.916666666666667,0.000506619066305208,0.0163383285538257,Significant positive
145,Mir6931,ENSMUSG00000098613,0.916666666666667,0.000506619066305208,0.0163383285538257,Significant positive
145,Myh1,ENSMUSG00000056328,0.916666666666667,0.000506619066305208,0.0163383285538257,Significant positive
145,Myoz1,ENSMUSG00000068697,0.916666666666667,0.000506619066305208,0.0163383285538257,Significant positive
145,Ophn1,ENSMUSG00000031214,0.916666666666667,0.000506619066305208,0.0163383285538257,Significant positive
145,Popdc2,ENSMUSG00000022803,0.916666666666667,0.000506619066305208,0.0163383285538257,Significant positive
145,Rgma,ENSMUSG00000070509,0.916666666666667,0.000506619066305208,0.0163383285538257,Significant positive
145,Serping1,ENSMUSG00000023224,0.916666666666667,0.000506619066305208,0.0163383285538257,Significant positive
145,Smim5,ENSMUSG00000048442,0.916666666666667,0.000506619066305208,0.0163383285538257,Significant positive
145,Tmod1,ENSMUSG00000028328,0.916666666666667,0.000506619066305208,0.0163383285538257,Significant positive
169,4930429H19Rik,ENSMUSG00000108530,0.913907693767414,0.000566225980280403,0.0169865272721578,Significant positive
169,Cav3,ENSMUSG00000062694,0.913907693767414,0.000566225980280403,0.0169865272721578,Significant positive
169,Gm13398,ENSMUSG00000087364,0.913907693767414,0.000566225980280403,0.0169865272721578,Significant positive
169,Isx,ENSMUSG00000031621,0.913907693767414,0.000566225980280403,0.0169865272721578,Significant positive
169,Ms4a8a,ENSMUSG00000024730,0.913907693767414,0.000566225980280403,0.0169865272721578,Significant positive
169,Ptgds,ENSMUSG00000015090,0.913907693767414,0.000566225980280403,0.0169865272721578,Significant positive
175,Aldh3b2,ENSMUSG00000075296,0.912870929175277,0.000589839222437634,0.0169865272721578,Significant positive
175,B230119M05Rik,ENSMUSG00000087024,0.912870929175277,0.000589839222437634,0.0169865272721578,Significant positive
175,C130080G10Rik,ENSMUSG00000092397,0.912870929175277,0.000589839222437634,0.0169865272721578,Significant positive
175,Cldn2,ENSMUSG00000047230,0.912870929175277,0.000589839222437634,0.0169865272721578,Significant positive
175,Gm33677,ENSMUSG00000112778,0.912870929175277,0.000589839222437634,0.0169865272721578,Significant positive
175,I830127L07Rik,ENSMUSG00000102051,0.912870929175277,0.000589839222437634,0.0169865272721578,Significant positive
175,Klhl34,ENSMUSG00000047485,0.912870929175277,0.000589839222437634,0.0169865272721578,Significant positive
175,Slc26a7,ENSMUSG00000040569,0.912870929175277,0.000589839222437634,0.0169865272721578,Significant positive
175,Tmem252,ENSMUSG00000048572,0.912870929175277,0.000589839222437634,0.0169865272721578,Significant positive
184,Abca4,ENSMUSG00000028125,0.9,0.000943062322340328,0.0217395336065526,Significant positive
184,Adamts15,ENSMUSG00000033453,0.9,0.000943062322340328,0.0217395336065526,Significant positive
184,Akap6,ENSMUSG00000061603,0.9,0.000943062322340328,0.0217395336065526,Significant positive
184,Cobl,ENSMUSG00000020173,0.9,0.000943062322340328,0.0217395336065526,Significant positive
184,Filip1,ENSMUSG00000034898,0.9,0.000943062322340328,0.0217395336065526,Significant positive
184,Ly6c2,ENSMUSG00000022584,0.9,0.000943062322340328,0.0217395336065526,Significant positive
184,Mx2,ENSMUSG00000023341,0.9,0.000943062322340328,0.0217395336065526,Significant positive
184,Nrxn3,ENSMUSG00000066392,0.9,0.000943062322340328,0.0217395336065526,Significant positive
184,Rab44,ENSMUSG00000064147,0.9,0.000943062322340328,0.0217395336065526,Significant positive
184,Trim55,ENSMUSG00000060913,0.9,0.000943062322340328,0.0217395336065526,Significant positive
194,Chdh,ENSMUSG00000015970,0.898434142297574,0.000994195157617649,0.0223748492676858,Not selected
195,ENSMUSG00000117197,ENSMUSG00000117197,0.896499928171844,0.00105998349453106,0.02324282144965,Not selected
195,Gm3198,ENSMUSG00000109447,0.896499928171844,0.00105998349453106,0.02324282144965,Not selected
195,Kng2,ENSMUSG00000060459,0.896499928171844,0.00105998349453106,0.02324282144965,Not selected
195,Pou2af1,ENSMUSG00000032053,0.896499928171844,0.00105998349453106,0.02324282144965,Not selected
199,Gm3854,ENSMUSG00000109398,0.887037053281066,0.00142602365114937,0.0284429323645023,Not selected
200,Art5,ENSMUSG00000070424,0.883333333333333,0.00159050042349787,0.0284429323645023,Not selected
200,Btbd17,ENSMUSG00000000202,0.883333333333333,0.00159050042349787,0.0284429323645023,Not selected
200,Ccdc141,ENSMUSG00000044033,0.883333333333333,0.00159050042349787,0.0284429323645023,Not selected
200,Cd200,ENSMUSG00000022661,0.883333333333333,0.00159050042349787,0.0284429323645023,Not selected
200,Fads6,ENSMUSG00000044788,0.883333333333333,0.00159050042349787,0.0284429323645023,Not selected
200,Flrt1,ENSMUSG00000047787,0.883333333333333,0.00159050042349787,0.0284429323645023,Not selected
200,Glrb,ENSMUSG00000028020,0.883333333333333,0.00159050042349787,0.0284429323645023,Not selected
200,Gm45457,ENSMUSG00000110411,0.883333333333333,0.00159050042349787,0.0284429323645023,Not selected
200,Gm45512,ENSMUSG00000110071,0.883333333333333,0.00159050042349787,0.0284429323645023,Not selected
200,Gm8703,ENSMUSG00000108280,0.883333333333333,0.00159050042349787,0.0284429323645023,Not selected
200,Lepr,ENSMUSG00000057722,0.883333333333333,0.00159050042349787,0.0284429323645023,Not selected
200,Map3k7cl,ENSMUSG00000025610,0.883333333333333,0.00159050042349787,0.0284429323645023,Not selected
200,Mill2,ENSMUSG00000040987,0.883333333333333,0.00159050042349787,0.0284429323645023,Not selected
200,Plxnb3,ENSMUSG00000031385,0.883333333333333,0.00159050042349787,0.0284429323645023,Not selected
200,Pnmal2,ENSMUSG00000070802,0.883333333333333,0.00159050042349787,0.0284429323645023,Not selected
200,Pof1b,ENSMUSG00000034607,0.883333333333333,0.00159050042349787,0.0284429323645023,Not selected
200,Prkg1,ENSMUSG00000052920,0.883333333333333,0.00159050042349787,0.0284429323645023,Not selected
200,Sntb1,ENSMUSG00000060429,0.883333333333333,0.00159050042349787,0.0284429323645023,Not selected
218,Art1,ENSMUSG00000030996,0.881482554707054,0.00167742193662182,0.0295273567692067,Not selected
218,Ccdc144b,ENSMUSG00000047696,0.881482554707054,0.00167742193662182,0.0295273567692067,Not selected
218,Tceal5,ENSMUSG00000054034,0.881482554707054,0.00167742193662182,0.0295273567692067,Not selected
218,Zap70,ENSMUSG00000026117,0.881482554707054,0.00167742193662182,0.0295273567692067,Not selected
222,Gm19299,ENSMUSG00000111556,0.878668779193509,0.00181579632456342,0.0309978677401254,Not selected
222,Gpr20,ENSMUSG00000045281,0.878668779193509,0.00181579632456342,0.0309978677401254,Not selected
224,2810030D12Rik,ENSMUSG00000099338,0.870388279778489,0.00226860016259822,0.0367682619581639,Not selected
224,Cd300a,ENSMUSG00000034652,0.870388279778489,0.00226860016259822,0.0367682619581639,Not selected
224,Gm43244,ENSMUSG00000105342,0.870388279778489,0.00226860016259822,0.0367682619581639,Not selected
224,Lrrc2,ENSMUSG00000032495,0.870388279778489,0.00226860016259822,0.0367682619581639,Not selected
228,Nmrk2,ENSMUSG00000004939,0.870300505105952,0.00227377839525797,0.0367682619581639,Not selected
229,Abca9,ENSMUSG00000041797,0.866666666666667,0.0024953982859902,0.0367682619581639,Not selected
229,Amy1,ENSMUSG00000074264,0.866666666666667,0.0024953982859902,0.0367682619581639,Not selected
229,Atp9a,ENSMUSG00000027546,0.866666666666667,0.0024953982859902,0.0367682619581639,Not selected
229,ENSMUSG00000116617,ENSMUSG00000116617,0.866666666666667,0.0024953982859902,0.0367682619581639,Not selected
229,Exd1,ENSMUSG00000048647,0.866666666666667,0.0024953982859902,0.0367682619581639,Not selected
229,Fam43a,ENSMUSG00000046546,0.866666666666667,0.0024953982859902,0.0367682619581639,Not selected
229,Gcnt1,ENSMUSG00000038843,0.866666666666667,0.0024953982859902,0.0367682619581639,Not selected
229,Gm13264,ENSMUSG00000085257,0.866666666666667,0.0024953982859902,0.0367682619581639,Not selected
229,Gm28183,ENSMUSG00000101394,0.866666666666667,0.0024953982859902,0.0367682619581639,Not selected
229,Gm8798,ENSMUSG00000110597,0.866666666666667,0.0024953982859902,0.0367682619581639,Not selected
229,Gm9992,ENSMUSG00000056133,0.866666666666667,0.0024953982859902,0.0367682619581639,Not selected
229,Grtp1,ENSMUSG00000038515,0.866666666666667,0.0024953982859902,0.0367682619581639,Not selected
229,Jsrp1,ENSMUSG00000020216,0.866666666666667,0.0024953982859902,0.0367682619581639,Not selected
229,Ly6c1,ENSMUSG00000079018,0.866666666666667,0.0024953982859902,0.0367682619581639,Not selected
229,Pdlim3,ENSMUSG00000031636,0.866666666666667,0.0024953982859902,0.0367682619581639,Not selected
229,Rbfox1,ENSMUSG00000008658,0.866666666666667,0.0024953982859902,0.0367682619581639,Not selected
229,Sh3bgr,ENSMUSG00000040666,0.866666666666667,0.0024953982859902,0.0367682619581639,Not selected
229,Sorbs2,ENSMUSG00000031626,0.866666666666667,0.0024953982859902,0.0367682619581639,Not selected
229,Timp4,ENSMUSG00000030317,0.866666666666667,0.0024953982859902,0.0367682619581639,Not selected
229,Zbp1,ENSMUSG00000027514,0.866666666666667,0.0024953982859902,0.0367682619581639,Not selected
249,Atp6v0d2,ENSMUSG00000028238,0.864530967116533,0.00263237184483384,0.037728844109977,Not selected
249,Cd7,ENSMUSG00000025163,0.864530967116533,0.00263237184483384,0.037728844109977,Not selected
251,A730056A06Rik,ENSMUSG00000097756,0.853563956930838,0.00341821524290174,0.0452425796472027,Not selected
251,Galnt5,ENSMUSG00000026828,0.853563956930838,0.00341821524290174,0.0452425796472027,Not selected
253,Acsl6,ENSMUSG00000020333,0.85,0.00370477732758581,0.0452425796472027,Not selected
253,Arhgef37,ENSMUSG00000045094,0.85,0.00370477732758581,0.0452425796472027,Not selected
253,Cyp26b1,ENSMUSG00000063415,0.85,0.00370477732758581,0.0452425796472027,Not selected
253,Dnajb5,ENSMUSG00000036052,0.85,0.00370477732758581,0.0452425796472027,Not selected
253,Erbb3,ENSMUSG00000018166,0.85,0.00370477732758581,0.0452425796472027,Not selected
253,Gas7,ENSMUSG00000033066,0.85,0.00370477732758581,0.0452425796472027,Not selected
253,Gm15816,ENSMUSG00000086741,0.85,0.00370477732758581,0.0452425796472027,Not selected
253,Itga7,ENSMUSG00000025348,0.85,0.00370477732758581,0.0452425796472027,Not selected
253,Klhl30,ENSMUSG00000026308,0.85,0.00370477732758581,0.0452425796472027,Not selected
253,Mef2c,ENSMUSG00000005583,0.85,0.00370477732758581,0.0452425796472027,Not selected
253,Neurl1a,ENSMUSG00000006435,0.85,0.00370477732758581,0.0452425796472027,Not selected
253,Nos1,ENSMUSG00000029361,0.85,0.00370477732758581,0.0452425796472027,Not selected
253,Nrap,ENSMUSG00000049134,0.85,0.00370477732758581,0.0452425796472027,Not selected
253,Pkhd1,ENSMUSG00000043760,0.85,0.00370477732758581,0.0452425796472027,Not selected
253,Stac3,ENSMUSG00000040287,0.85,0.00370477732758581,0.0452425796472027,Not selected
253,Tdrd9,ENSMUSG00000054003,0.85,0.00370477732758581,0.0452425796472027,Not selected
